0	95016	0	509
6.1819e-06	95015	0	509
1.23638e-05	95015	0	509
1.85457e-05	95011	0	509
2.47276e-05	95005	0	509
3.09095e-05	94999	0	509
3.70914e-05	94997	0	509
4.32733e-05	94989	0	509
4.94552e-05	94982	0	509
5.56371e-05	94979	0	509
6.1819e-05	94976	0	509
6.8001e-05	94969	0	509
7.41829e-05	94960	0	509
8.03648e-05	94946	0	509
8.65467e-05	94936	0	509
9.27286e-05	94925	0	509
9.89105e-05	94908	0	509
0.000105092	94894	0	509
0.000111274	94888	0	509
0.000117456	94873	0	509
0.000123638	94865	0	509
0.00012982	94850	0	509
0.000136002	94832	0	509
0.000142184	94812	0	509
0.000148366	94799	0	509
0.000154548	94772	0	509
0.00016073	94744	0	509
0.000166911	94719	0	509
0.000173093	94691	0	509
0.000179275	94661	0	509
0.000185457	94626	0	509
0.000191639	94594	0	509
0.000197821	94571	0	509
0.000204003	94538	0	509
0.000210185	94506	0	509
0.000216367	94474	0	509
0.000222549	94437	0	509
0.00022873	94406	0	509
0.000234912	94372	0	509
0.000241094	94330	0	509
0.000247276	94284	0	509
0.000253458	94239	0	509
0.00025964	94201	0	509
0.000265822	94159	0	509
0.000272004	94101	0	509
0.000278186	94052	0	509
0.000284368	93993	0	509
0.00029055	93940	0	509
0.000296731	93869	0	509
0.000302913	93798	0	509
0.000309095	93728	0	509
0.000315277	93682	0	509
0.000321459	93621	0	509
0.000327641	93552	0	509
0.000333823	93489	0	509
0.000340005	93415	0	509
0.000346187	93351	0	509
0.000352369	93287	0	509
0.00035855	93229	0	509
0.000364732	93156	0	509
0.000370914	93090	0	509
0.000377096	93017	0	509
0.000383278	92937	0	509
0.00038946	92848	0	509
0.000395642	92765	0	509
0.000401824	92682	0	509
0.000408006	92591	0	509
0.000414188	92515	0	509
0.00042037	92424	0	509
0.000426551	92324	0	509
0.000432733	92241	0	509
0.000438915	92160	0	509
0.000445097	92067	0	509
0.000451279	91971	0	509
0.000457461	91878	0	509
0.000463643	91787	0	509
0.000469825	91681	0	509
0.000476007	91593	0	509
0.000482189	91499	0	509
0.00048837	91393	0	509
0.000494552	91305	0	509
0.000500734	91201	0	509
0.000506916	91067	0	509
0.000513098	90964	0	509
0.00051928	90856	0	509
0.000525462	90748	0	509
0.000531644	90624	0	509
0.000537826	90529	0	509
0.000544008	90414	0	509
0.00055019	90297	0	509
0.000556371	90191	0	509
0.000562553	89820	0	397
0.000572715	89747	0	397
0.000582877	89526	0	397
0.000593039	89281	0	397
0.000603201	89028	0	397
0.000613363	88766	0	397
0.000623525	88477	0	397
0.000633687	88229	0	397
0.000643849	87927	0	397
0.000654011	87666	0	397
0.000664173	87386	0	397
0.000674335	87100	0	397
0.000684497	86830	0	397
0.000694659	86540	0	397
0.000704821	86229	0	397
0.000714983	85963	0	397
0.000725144	85641	0	397
0.000735306	84812	0	390
0.000745836	84752	0	390
0.000756366	84486	0	390
0.000766896	84134	0	390
0.000777426	83831	0	390
0.000787956	83513	0	390
0.000798486	83196	0	390
0.000809016	82865	0	390
0.000819546	82567	0	390
0.000830076	82251	0	390
0.000840607	81906	0	390
0.000851137	81559	0	390
0.000861667	81201	0	390
0.000872197	80240	0	383
0.000883115	80169	0	383
0.000894033	79849	0	383
0.000904952	79458	0	383
0.00091587	79074	0	383
0.000926789	78715	0	383
0.000937707	78321	0	383
0.000948626	77970	0	383
0.000959544	77627	0	383
0.000970462	77226	0	383
0.000981381	76859	0	383
0.000992299	75866	0	376
0.00100363	75786	0	376
0.00101496	75484	0	376
0.00102629	75117	0	376
0.00103761	74704	0	376
0.00104894	74332	0	376
0.00106027	73938	0	376
0.0010716	73551	0	376
0.00108293	73164	0	376
0.00109426	72766	0	376
0.00110559	71640	0	370
0.00111729	71555	0	370
0.00112899	71199	0	370
0.00114068	70801	0	370
0.00115238	70389	0	370
0.00116408	69986	0	370
0.00117578	69575	0	370
0.00118748	69187	0	370
0.00119918	68781	0	370
0.00121088	67707	0	363
0.00122303	67620	0	363
0.00123519	67278	0	363
0.00124734	66888	0	363
0.0012595	66517	0	363
0.00127165	66096	0	363
0.00128381	65683	0	363
0.00129596	65268	0	363
0.00130812	64115	0	356
0.00132075	64029	0	356
0.00133339	63697	0	356
0.00134603	63319	0	356
0.00135867	62910	0	356
0.0013713	62469	0	356
0.00138394	62013	0	356
0.00139658	61607	0	356
0.00140922	60506	0	350
0.00142229	60421	0	350
0.00143536	60037	0	350
0.00144844	59572	0	350
0.00146151	59169	0	350
0.00147459	58750	0	350
0.00148766	58345	0	350
0.00150074	57210	0	343
0.00151435	57121	0	343
0.00152796	56778	0	343
0.00154158	56383	0	343
0.00155519	55977	0	343
0.0015688	55564	0	343
0.00158242	55170	0	343
0.00159603	54102	0	337
0.00161013	54020	0	337
0.00162424	53668	0	337
0.00163834	53227	0	337
0.00165244	52825	0	337
0.00166654	52431	0	337
0.00168065	52014	0	337
0.00169475	50959	0	330
0.00170946	50873	0	330
0.00172416	50530	0	330
0.00173887	50123	0	330
0.00175358	49730	0	330
0.00176829	49325	0	330
0.00178299	48291	0	325
0.00179816	48220	0	325
0.00181332	47890	0	325
0.00182848	47516	0	325
0.00184365	47168	0	325
0.00185881	46796	0	325
0.00187397	45803	0	319
0.00188971	45725	0	319
0.00190545	45429	0	319
0.00192119	45041	0	319
0.00193693	44636	0	319
0.00195267	44294	0	319
0.00196841	43359	0	313
0.00198475	43270	0	313
0.0020011	42956	0	313
0.00201745	42571	0	313
0.0020338	42205	0	313
0.00205015	41854	0	313
0.00206649	40892	0	307
0.00208349	40808	0	307
0.00210048	40484	0	307
0.00211748	40120	0	307
0.00213447	39732	0	307
0.00215146	38828	0	302
0.00216902	38751	0	302
0.00218658	38432	0	302
0.00220414	38087	0	302
0.00222171	37746	0	302
0.00223927	37409	0	302
0.00225683	36558	0	296
0.00227511	36480	0	296
0.00229339	36152	0	296
0.00231167	35822	0	296
0.00232995	35463	0	296
0.00234823	34676	0	291
0.00236714	34622	0	291
0.00238605	34351	0	291
0.00240497	34068	0	291
0.00242388	33725	0	291
0.00244279	33434	0	291
0.00246171	32547	0	285
0.00248143	32489	0	285
0.00250114	32252	0	285
0.00252086	31959	0	285
0.00254058	31661	0	285
0.0025603	30878	0	280
0.00258073	30812	0	280
0.00260116	30552	0	280
0.00262158	30281	0	280
0.00264201	29948	0	280
0.00266244	29185	0	275
0.00268362	29135	0	275
0.0027048	28887	0	275
0.00272598	28585	0	275
0.00274716	28310	0	275
0.00276833	27617	0	270
0.0027903	27550	0	270
0.00281227	27305	0	270
0.00283424	27028	0	270
0.00285621	26744	0	270
0.00287818	25971	0	265
0.00290099	25914	0	265
0.0029238	25654	0	265
0.0029466	25376	0	265
0.00296941	24712	0	260
0.0029931	24656	0	260
0.0030168	24438	0	260
0.00304049	24182	0	260
0.00306418	23928	0	260
0.00308787	23275	0	255
0.00311251	23230	0	255
0.00313714	23004	0	255
0.00316177	22749	0	255
0.0031864	22522	0	255
0.00321103	21885	0	250
0.00323665	21824	0	250
0.00326228	21612	0	250
0.00328791	21391	0	250
0.00331353	20765	0	246
0.00334	20724	0	246
0.00336646	20521	0	246
0.00339293	20266	0	246
0.0034194	19673	0	241
0.00344697	19614	0	241
0.00347455	19433	0	241
0.00350212	19187	0	241
0.0035297	18612	0	237
0.00355821	18560	0	237
0.00358673	18377	0	237
0.00361524	18157	0	237
0.00364375	17575	0	233
0.00367326	17527	0	233
0.00370276	17339	0	233
0.00373226	17104	0	233
0.00376176	16541	0	228
0.00379257	16476	0	228
0.00382338	16282	0	228
0.00385419	16093	0	228
0.003885	15614	0	223
0.00391721	15571	0	223
0.00394941	15380	0	223
0.00398162	15169	0	223
0.00401383	14651	0	219
0.00404722	14610	0	219
0.00408062	14444	0	219
0.00411401	14272	0	219
0.0041474	13822	0	215
0.00418205	13780	0	215
0.0042167	13606	0	215
0.00425135	13426	0	215
0.004286	12921	0	210
0.00432231	12881	0	210
0.00435863	12695	0	210
0.00439495	12242	0	206
0.00443269	12199	0	206
0.00447043	12045	0	206
0.00450818	11610	0	203
0.00454704	11548	0	203
0.00458591	11374	0	203
0.00462477	10952	0	199
0.00466522	10893	0	199
0.00470566	10734	0	199
0.0047461	10313	0	195
0.00478822	10273	0	195
0.00483034	10129	0	195
0.00487246	9771	0	191
0.00491637	9723	0	191
0.00496027	9585	0	191
0.00500417	9221	0	188
0.00504949	9174	0	188
0.0050948	9060	0	188
0.00514012	8697	0	184
0.00518742	8659	0	184
0.00523473	8533	0	184
0.00528204	8182	0	181
0.00533092	8145	0	181
0.00537981	8015	0	181
0.0054287	7653	0	177
0.00547982	7613	0	177
0.00553095	7272	0	174
0.00558385	7245	0	174
0.00563675	7117	0	174
0.00568965	6800	0	170
0.00574507	6758	0	170
0.00580048	6423	0	167
0.00585791	6385	0	167
0.00591534	6090	0	164
0.00597489	6062	0	164
0.00603444	5787	0	161
0.00609623	5759	0	161
0.00615801	5639	0	161
0.0062198	5342	0	157
0.00628478	5162	0	154
0.00635231	5124	0	154
0.00641985	5016	0	154
0.00648738	4769	0	151
0.00655762	4735	0	151
0.00662787	4499	0	148
0.00670098	4467	0	148
0.0067741	4256	0	146
0.00684924	4235	0	146
0.00692438	4010	0	143
0.0070027	3855	0	140
0.00708442	3818	0	140
0.00716613	3730	0	140
0.00724785	3506	0	137
0.00733318	3374	0	134
0.00742237	3345	0	134
0.00751157	3267	0	134
0.00760077	3089	0	131
0.0076941	2960	0	129
0.00779034	2941	0	129
0.00788659	2875	0	129
0.00798283	2710	0	126
0.00808371	2608	0	123
0.00818958	2588	0	123
0.00829544	2512	0	123
0.00840131	2362	0	120
0.00851253	2257	0	118
0.00862755	2229	0	118
0.00874258	2091	0	115
0.00886369	2025	0	113
0.00898912	1999	0	113
0.00911455	1949	0	113
0.00923997	1847	0	110
0.00937234	1781	0	108
0.00950965	1763	0	108
0.00964696	1712	0	108
0.00978428	1624	0	106
0.00992682	1575	0	104
0.0100749	1560	0	104
0.010223	1523	0	104
0.0103711	1449	0	102
0.010525	1438	0	102
0.0106789	1368	0	100
0.0108391	1347	0	100
0.0109993	1295	0	97
0.0111695	1281	0	97
0.0113397	1253	0	97
0.0115099	1194	0	95
0.0116874	1186	0	95
0.0118649	1133	0	93
0.01205	1124	0	93
0.0122352	1082	0	92
0.0124244	1075	0	92
0.0126137	1064	0	92
0.0128029	1028	0	90
0.0130006	1022	0	90
0.0131984	1008	0	90
0.0133961	980	0	88
0.0136029	978	0	88
0.0138097	968	0	88
0.0140165	958	0	88
0.0142234	943	0	88
0.0144302	926	0	86
0.0146467	923	0	86
0.0148633	915	0	86
0.0150798	907	0	86
0.0152964	900	0	86
0.0155129	893	0	86
0.0157295	877	0	85
0.0159512	876	0	85
0.0161728	870	0	85
0.0163945	865	0	85
0.0166162	863	0	85
0.0168379	857	0	85
0.0170596	855	0	85
0.0172812	847	0	85
0.0175029	830	0	83
0.0177354	827	0	83
0.0179679	820	0	83
0.0182004	814	0	83
0.0184329	811	0	83
0.0186653	811	0	83
0.0188978	811	0	83
0.0191303	808	0	83
0.0193628	805	0	83
0.0195953	804	0	83
0.0198278	792	0	82
0.020066	791	0	82
0.0203042	787	0	82
0.0205424	782	0	82
0.0207806	782	0	82
0.0210188	779	0	82
0.021257	779	0	82
0.0214951	772	0	82
0.0217333	769	0	82
0.0219715	766	0	82
0.0222097	761	0	82
0.0224479	746	0	80
0.0226982	745	0	80
0.0229484	745	0	80
0.0231987	742	0	80
0.0234489	740	0	80
0.0236992	737	0	80
0.0239494	735	0	80
0.0241997	733	0	80
0.0244499	732	0	80
0.0247002	731	0	80
0.0249504	729	0	80
0.0252007	725	0	80
0.0254509	723	0	80
0.0257012	721	0	80
